"FAYETTEVILLE ISD","FAYETTEVILLE EL","075906101","075906","KG - 05","E","075","13","FAYETTE","","N","R","NA","NQ","","N"
"FAYETTEVILLE ISD","FAYETTEVILLE H S","075906001","075906","06 - 12","B","075","13","FAYETTE","","N","R","AT","NQ","","N"
"FERRIS ISD","FERRIS EL","070905103","070905","EE - 02","E","070","10","ELLIS","070905104","N","A","NA","NQ","FERRIS INT","N"
"FERRIS ISD","FERRIS H S","070905002","070905","09 - 12","S","070","10","ELLIS","","N","R","NQ","NQ","","N"
"FERRIS ISD","FERRIS INT","070905104","070905","03 - 06","E","070","10","ELLIS","","N","A","NA","NQ","","N"
"FERRIS ISD","FERRIS J H","070905041","070905","07 - 08","M","070","10","ELLIS","","N","R","NA","R","","N"
"FLATONIA ISD","FLATONIA EL","075901102","075901","EE - 06","E","075","13","FAYETTE","","N","R","NA","M","","N"
"FLATONIA ISD","FLATONIA H S","075901001","075901","07 - 12","S","075","13","FAYETTE","","N","R","NQ","NQ","","N"
"FLORENCE ISD","FLORENCE EL","246902101","246902","EE - 05","E","246","13","WILLIAMSON","","N","A","NA","R","","N"
"FLORENCE ISD","FLORENCE H S","246902001","246902","09 - 12","S","246","13","WILLIAMSON","","N","A","NQ","R","","N"
"FLORENCE ISD","FLORENCE MIDDLE","246902041","246902","06 - 08","M","246","13","WILLIAMSON","","N","A","NA","NQ","","N"
"FLORESVILLE ISD","EARLY CHILDHOOD CTR","247901101","247901","EE - KG","E","247","20","WILSON","","N","N","NR","","","N"
"FLORESVILLE ISD","FLORESVILLE ALTER CTR","247901002","247901","06 - 11","B","247","20","WILSON","","N","1","PE","","","N"
"FLORESVILLE ISD","FLORESVILLE EL","247901102","247901","03 - 06","E","247","20","WILSON","","N","A","NA","NQ","","N"
"FLORESVILLE ISD","FLORESVILLE H S","247901001","247901","09 - 12","S","247","20","WILSON","","N","A","NQ","NQ","","N"
"FLORESVILLE ISD","FLORESVILLE MIDDLE","247901041","247901","07 - 08","M","247","20","WILSON","","N","A","NA","NQ","","N"
"FLORESVILLE ISD","FLORESVILLE PRI","247901103","247901","01 - 02","E","247","20","WILSON","247901102","N","A","NA","NQ","FLORESVILLE EL","N"
"FLOUR BLUFF ISD","ALTERNATIVE A C E CENTER","178914007","178914","09 - 12","S","178","02","NUECES","","N","A","NA","NQ","","N"
"FLOUR BLUFF ISD","EARLY CHILDHOOD CTR","178914106","178914","EE - KG","E","178","02","NUECES","","N","N","NR","","","N"
"FLOUR BLUFF ISD","FLOUR BLUFF EL","178914101","178914","03 - 04","E","178","02","NUECES","","N","A","NA","NQ","","N"
"FLOUR BLUFF ISD","FLOUR BLUFF H S","178914001","178914","09 - 12","S","178","02","NUECES","","N","A","NQ","NQ","","N"
"FLOUR BLUFF ISD","FLOUR BLUFF INT","178914105","178914","05 - 06","M","178","02","NUECES","","N","R","NA","R","","N"
"FLOUR BLUFF ISD","FLOUR BLUFF J H","178914041","178914","07 - 08","M","178","02","NUECES","","N","A","NA","NQ","","N"
"FLOUR BLUFF ISD","FLOUR BLUFF PRI","178914103","178914","01 - 02","E","178","02","NUECES","178914101","N","A","NA","NQ","FLOUR BLUFF EL","N"
"FLOUR BLUFF ISD","STUDENT DISCIPLINE CTR","178914003","178914","07 - 12","S","178","02","NUECES","","N","1","PE","","","N"
"FLOYDADA ISD","A B DUNCAN EL","077901101","077901","EE - 03","E","077","17","FLOYD","","N","A","NA","NQ","R. C. ANDREWS","N"
"FLOYDADA ISD","CAPROCK CO LRN CO-OP","077901002","077901","10 - 12","S","077","17","FLOYD","","N","1","PE","","","N"
"FLOYDADA ISD","FLOYDADA H S","077901001","077901","09 - 12","S","077","17","FLOYD","","N","A","NQ","NQ","","N"
"FLOYDADA ISD","FLOYDADA J H","077901041","077901","07 - 08","M","077","17","FLOYD","","N","A","NA","NQ","","N"
"FLOYDADA ISD","R C ANDREWS EL","077901102","077901","04 - 06","E","077","17","FLOYD","","N","L","NA","NE","","N"
"FOLLETT ISD","FOLLETT SCHOOL","148902001","148902","KG - 12","B","148","16","LIPSCOMB","","N","E","AT","R","","N"
"FORESTBURG ISD","FORESTBURG SCHOOL","169910001","169910","EE - 12","B","169","09","MONTAGUE","","N","R","NQ","R","","N"
"FORNEY ISD","FORNEY H S","129902001","129902","09 - 12","S","129","10","KAUFMAN","","N","R","NQ","NQ","","N"
"FORNEY ISD","FORNEY INT","129902101","129902","03 - 05","E","129","10","KAUFMAN","","N","R","NA","NQ","","N"
"FORNEY ISD","FORNEY MIDDLE","129902041","129902","06 - 08","M","129","10","KAUFMAN","","N","R","NA","NQ","","N"
"FORNEY ISD","FORNEY PRI","129902102","129902","EE - 02","E","129","10","KAUFMAN","129902101","N","R","NA","NQ","FORNEY INT","N"
"FORSAN ISD","ELBOW EL","114904101","114904","KG - 05","E","114","18","HOWARD","","N","R","NA","NQ","","N"
"FORSAN ISD","FORSAN H S","114904001","114904","06 - 12","B","114","18","HOWARD","","N","R","NQ","NQ","","N"
"FORT BEND ISD","ARIZONA FLEMING EL","079907133","079907","EE - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","AUSTIN PARKWAY EL","079907126","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","BARRINGTON PLACE EL","079907127","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","BLUE RIDGE EL","079907108","079907","EE - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","BRAZOS BEND EL","079907136","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","RM","","N"
"FORT BEND ISD","BRIARGATE EL","079907113","079907","EE - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","BURTON EL","079907134","079907","EE - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","CLEMENTS H S","079907004","079907","09 - 12","S","079","04","FORT BEND","","N","E","NQ","NQ","","N"
"FORT BEND ISD","COLONY BEND EL","079907117","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","RM","","N"
"FORT BEND ISD","COLONY MEADOWS EL","079907128","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","COMMONWEALTH EL","079907135","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","M","","N"
"FORT BEND ISD","DULLES EL","079907112","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","DULLES H S","079907001","079907","09 - 12","S","079","04","FORT BEND","","N","A","NQ","R","","N"
"FORT BEND ISD","DULLES MIDDLE","079907041","079907","06 - 08","M","079","04","FORT BEND","","N","R","NA","R","","N"
"FORT BEND ISD","E A JONES EL","079907101","079907","PK - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","EDGAR GLOVER JR EL","079907131","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","FIRST COLONY MIDDLE","079907045","079907","06 - 08","M","079","04","FORT BEND","","N","E","NA","RM","","N"
"FORT BEND ISD","FORT BEND CO ALTER","079907010","079907","08 - 12","S","079","04","FORT BEND","","N","N","NR","","","N"
"FORT BEND ISD","HIGHLANDS EL","079907123","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","HODGES BEND MIDDLE","079907047","079907","06 - 08","M","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","HUNTERS GLEN EL","079907122","079907","PK - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","KEMPNER H S","079907005","079907","09 - 12","S","079","04","FORT BEND","","N","A","NQ","NQ","","N"
"FORT BEND ISD","LAKE OLYMPIA MIDDLE","079907048","079907","06 - 08","M","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","LAKEVIEW EL","079907102","079907","EE - 05","E","079","04","FORT BEND","","N","R","NA","NQ","","N"
"FORT BEND ISD","LANTERN LANE EL","079907115","079907","EE - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","LAWRENCE E ELKINS H S","079907006","079907","09 - 12","S","079","04","FORT BEND","","N","L","NE","NE","","N"
"FORT BEND ISD","LEXINGTON CREEK EL","079907132","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","MACARIO GARCIA MIDDLE","079907049","079907","06 - 08","M","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","MC AULIFFE MIDDLE","079907046","079907","06 - 08","M","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","MEADOWS EL","079907110","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","R","","N"
"FORT BEND ISD","MISSION BEND EL","079907118","079907","PK - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","MISSION GLEN EL","079907124","079907","EE - 05","E","079","04","FORT BEND","","N","R","NA","R","","N"
"FORT BEND ISD","MISSION WEST EL","079907129","079907","EE - 05","E","079","04","FORT BEND","","N","A","NA","R","","N"
"FORT BEND ISD","MISSOURI CITY MIDDLE","079907042","079907","06 - 08","M","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","PALMER EL","079907121","079907","EE - 05","E","079","04","FORT BEND","","N","R","NA","NQ","","N"
"FORT BEND ISD","PECAN GROVE EL","079907125","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","PROGRESSIVE H S","079907009","079907","09 - 12","S","079","04","FORT BEND","","N","1","PE","","","N"
"FORT BEND ISD","QUAIL VALLEY EL","079907111","079907","EE - 05","E","079","04","FORT BEND","","N","A","NA","R","","N"
"FORT BEND ISD","QUAIL VALLEY MIDDLE","079907044","079907","06 - 08","M","079","04","FORT BEND","","N","A","NA","R","","N"
"FORT BEND ISD","RIDGEGATE EL","079907116","079907","PK - 05","E","079","04","FORT BEND","","N","R","NA","NQ","","N"
"FORT BEND ISD","RIDGEMONT EL","079907109","079907","PK - 05","E","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","SETTLERS WAY EL","079907120","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","NQ","","N"
"FORT BEND ISD","STEPHEN F AUSTIN H S","079907007","079907","09 - 12","S","079","04","FORT BEND","","N","A","NQ","NQ","","N"
"FORT BEND ISD","SUGAR LAND MIDDLE","079907043","079907","06 - 08","M","079","04","FORT BEND","","N","A","NA","NQ","","N"
"FORT BEND ISD","SUGAR MILL EL","079907119","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","M","","N"
"FORT BEND ISD","TOWNEWEST EL","079907114","079907","EE - 05","E","079","04","FORT BEND","","N","R","NA","NQ","","N"
"FORT BEND ISD","WALKER STATION EL","079907130","079907","EE - 05","E","079","04","FORT BEND","","N","E","NA","M","","N"
"FORT BEND ISD","WILLOWRIDGE H S","079907002","079907","09 - 12","S","079","04","FORT BEND","","N","A","NQ","NQ","","N"
"FORT ELLIOTT CONS ISD","FORT ELLIOTT SCHOOL","242906001","242906","EE - 12","B","242","16","WHEELER","","N","R","NQ","NQ","","N"
"FORT WORTH ISD","A M PATE EL","220905153","220905","EE - 05","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","ACCELERATED H S","220905230","220905","07 - 10","S","220","11","TARRANT","","N","1","PE","","","N"
"FORT WORTH ISD","ALICE CARLSON APPLIED LRN CTR","220905101","220905","KG - 05","E","220","11","TARRANT","","C","R","NA","NQ","","N"
"FORT WORTH ISD","APPLIED LEARNING ACAD","220905055","220905","01 - 08","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","ARLINGTON HEIGHTS H S","220905002","220905","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"FORT WORTH ISD","ASSESSMENT CTR","220905251","220905","KG - 08","E","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","ATWOOD MCDONALD EL","220905188","220905","EE - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","BENBROOK EL","220905103","220905","EE - 05","E","220","11","TARRANT","","N","E","NA","NQ","","N"
"FORT WORTH ISD","BILL J ELLIOTT EL","220905206","220905","EE - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","BLAKEMORE ED CTR","220905213","220905","07 - 12","S","220","11","TARRANT","","N","1","PE","","","N"
"FORT WORTH ISD","BOULEVARD HEIGHTS","220905104","220905","01 - 12","B","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","BRANCHES ED CTR","220905233","220905","03 - 05","E","220","11","TARRANT","","N","1","PE","","","N"
"FORT WORTH ISD","BRIDGE ASSOC","220905212","220905","05 - 09","M","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","BRUCE SHULKEY EL","220905163","220905","EE - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","BURTON HILL EL","220905107","220905","EE - 05","E","220","11","TARRANT","","C","E","NA","NQ","","N"
"FORT WORTH ISD","CARROLL PEAK EL","220905110","220905","EE - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","CARTER PARK EL","220905111","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","CARTER-RIVERSIDE H S","220905001","220905","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"FORT WORTH ISD","CASSATA LRN CTR","220905020","220905","09 - 11","S","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","CHARLES NASH EL","220905148","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","CHILDREN'S MEDICAL CTR","220905210","220905","01 - 11","B","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","COMMUNITY ALTER PROG","220905250","220905","06 - 12","B","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","COMO EL","220905117","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","COMO MONTESSORI","220905063","220905","KG - 07","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","CTR FOR NEW LIVES","220905017","220905","06 - 12","B","220","11","TARRANT","","C","1","PE","","","N"
"FORT WORTH ISD","DAGGETT EL","220905119","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","R","","N"
"FORT WORTH ISD","DAGGETT MIDDLE","220905042","220905","06 - 09","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","DAVID K SELLARS EL","220905186","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","DE ZAVALA EL","220905121","220905","PK - 05","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","DENVER AVENUE EL","220905120","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","DETENT CTR","220905024","220905","06 - 12","B","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","DIAMOND HILL EL","220905122","220905","EE - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","DIAMOND HILL-JARVIS H S","220905004","220905","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"FORT WORTH ISD","DUNBAR H S","220905005","220905","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"FORT WORTH ISD","DUNBAR MIDDLE","220905059","220905","05 - 09","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","DUNBAR 6TH GR SCH","220905046","220905","06 - 07","M","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","E C A P","220905252","220905","03 - 06","E","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","EAST HANDLEY EL","220905126","220905","EE - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","EASTERN HILLS EL","220905125","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","EASTERN HILLS H S","220905006","220905","09 - 12","S","220","11","TARRANT","","N","A","NQ","NQ","","N"
"FORT WORTH ISD","EASTLAND EL","220905127","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","EDWARD BRISCOE EL","220905209","220905","PK - 05","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","EIDSON YOUTH CTR","220905203","220905","06 - 10","B","220","11","TARRANT","","N","1","PE","","","N"
"FORT WORTH ISD","ELDER MIDDLE","220905044","220905","06 - 09","M","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","EXCEL CTR","220905033","220905","KG - 11","B","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","FOREST OAK MIDDLE","220905045","220905","07 - 09","M","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","GEORGE CLARKE EL","220905115","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","GLEN PARK EL","220905132","220905","PK - 05","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","GLENCREST 6TH GRADE SCH","220905064","220905","06 - 07","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","GREENBRIAR EL","220905134","220905","PK - 05","E","220","11","TARRANT","","N","R","NA","NQ","","N"
"FORT WORTH ISD","HANDLEY MIDDLE","220905047","220905","06 - 09","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","HARLEAN BEAL EL","220905130","220905","PK - 05","E","220","11","TARRANT","","N","R","NA","NQ","","N"
"FORT WORTH ISD","HELBING EL","220905138","220905","EE - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","HOMEBOUND","220905025","220905","EE - 12","B","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","HORIZON MIDDLE","220905041","220905","06 - 09","M","220","11","TARRANT","","C","1","PE","","","N"
"FORT WORTH ISD","HUBBARD EL","220905137","220905","EE - 05","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","INT'L NEWCOMER ACAD","220905062","220905","06 - 11","B","220","11","TARRANT","","C","1","PE","","","N"
"FORT WORTH ISD","J T STEVENS EL","220905187","220905","EE - 05","E","220","11","TARRANT","","N","R","NA","R","","N"
"FORT WORTH ISD","JAMES MIDDLE","220905048","220905","06 - 09","M","220","11","TARRANT","","N","L","NA","NE","","N"
"FORT WORTH ISD","JESSE JACKSON ALTER","220905231","220905","06 - 12","B","220","11","TARRANT","","N","1","PE","","","N"
"FORT WORTH ISD","JO KELLY SP ED","220905026","220905","EE - 12","B","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","KIRKPATRICK EL","220905139","220905","EE - 05","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","KIRKPATRICK MIDDLE","220905049","220905","05 - 08","M","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","LENA POPE ADOL TRNG CTR","220905022","220905","08 - 11","S","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","LEONARD MIDDLE","220905061","220905","06 - 09","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","LILY B CLAYTON EL","220905116","220905","EE - 06","E","220","11","TARRANT","","N","A","NA","R","","N"
"FORT WORTH ISD","LUELLA MERRETT EL","220905157","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","R","","N"
"FORT WORTH ISD","M HANRATTY LEARNING CTR","220905031","220905","07 - 10","S","220","11","TARRANT","","N","N","NR","","","N"
"FORT WORTH ISD","M L PHILLIPS EL","220905154","220905","EE - 05","E","220","11","TARRANT","","N","E","NA","NQ","","N"
"FORT WORTH ISD","MANUEL JARA EL","220905114","220905","PK - 06","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","MAUDE I LOGAN EL","220905124","220905","PK - 05","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","MAUDRIE WALTON EL","220905160","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","MCLEAN MIDDLE","220905050","220905","06 - 09","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","MCRAE EL","220905143","220905","PK - 05","E","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","MEACHAM MIDDLE","220905051","220905","06 - 08","M","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","MEADOWBROOK EL","220905141","220905","PK - 05","E","220","11","TARRANT","","N","A","NA","NQ","","N"
"FORT WORTH ISD","MEADOWBROOK MIDDLE","220905052","220905","06 - 09","M","220","11","TARRANT","","C","A","NA","NQ","","N"
"FORT WORTH ISD","METRO OPPORTUNITY","220905019","220905","09 - 12","S","220","11","TARRANT","","N","1","PE","","","N"
